speech_id,topic_id,speech_order,member_name_original,member_name,text,num_words,num_characters
2024-04-02-T-033-S-00192,2024-04-02-T-033,192,Mr Lim Biow Chuan,Lim Biow Chuan,"asked the Minister for Culture, Community and Youth whether the Ministry will consider allowing busking or singers at food centres to provide a conducive environment for diners at the food centres.",31,165
2024-04-02-T-033-S-00193,2024-04-02-T-033,193,Mr Edwin Tong Chun Fai,Edwin Tong Chun Fai,"The National Arts Council (NAC) actively explores partnerships with venue owners interested in offering their spaces as busking locations. Venue owners would have to consider if busking fits the venue's identity and if it would be well-received by existing stakeholders. Presently, there are over 80 designated busking locations across Singapore. These include spots next to Fengshan, Telok Blangah and Changi Village food centres. In December 2023, NAC partnered with the FairPrice Group to offer a busking location in Lau Pa Sat. NAC will continue collaborating with interested venue partners to designate and expand the number of suitable busking locations, including areas offering F&B.",103,567
2024-04-02-T-034-S-00194,2024-04-02-T-034,194,Mr Chua Kheng Wee Louis,Chua Kheng Wee Louis,"asked the Deputy Prime Minister and Minister for Finance (a) whether an Additional Buyer's Stamp Duty (ABSD) deadline extension was granted to the developer of the Cuscaden Reserve and, if so, what is the reason for the extension and the terms and conditions associated with it; and (b) what is the number of residential projects with ABSD deadline extensions granted since the implementation of the remission of ABSD rules for developers, excluding that granted to all developers during the COVID-19 pandemic",81,415
2024-04-02-T-034-S-00195,2024-04-02-T-034,195,Mr Lawrence Wong,Lawrence Wong,"My response will cover Oral Question 33 by Mr Louis Chua and Written Question 8 by Mr Sitoh Yih Pin on today's Order Paper. [ Today, housing developers purchasing residential sites can qualify for an upfront remission of Additional Buyer's Stamp Duty (ABSD), if they meet the specified timelines for commencement and completion of the housing development and the sale of units within the residential development. These conditions for ABSD remission for housing developers ensure the timely commencement and completion of development and sale of residential units and encourage housing developers to bid for land prudently. Requests for extensions to the specified timelines are considered by the Government on a case-by-case basis. I would not comment on individual cases, as the details include confidential taxpayer-specific information. The vast majority of housing developers have met the sale timeline for ABSD remission, after taking into account the extension provided under the COVID-19 Temporary Relief Measures. A small group of developers have applied for an extension. Excluding generally available extensions provided under the COVID-19 Temporary Relief Measures, 44 projects or 12% of projects with a sale deadline within 2021 to 2023, received an extension to their specified sale timeline. These appeals were approved as they involved extenuating circumstances, such as the developer facing site-specific delays that were unforeseen and beyond its control.",219,1207
2024-04-02-T-035-S-00196,2024-04-02-T-035,196,Mr Mark Lee,Mark Lee,"asked the Minister for Health (a) of the approximate 700 foreign nurses who were granted permanent residency (PR) each year between 2018 and 2022, what is the breakdown of the number who worked in (i) public and (ii) private healthcare sectors, particularly in voluntary welfare organisations; and (b) in the period leading to 2030, whether the Ministry plans to progressively increase the percentage of nurses who are granted PR status as a measure to mitigate the turnover of nursing staff in both sectors.",83,396
2024-04-02-T-035-S-00197,2024-04-02-T-035,197,Mr Ong Ye Kung,Ong Ye Kung,"From 2018 to 2022, about 85% of nurses granted Permanent Resident (PR) status were from the public healthcare sector. The remaining were from private healthcare providers, including voluntary welfare organisations. The Ministry of Health values and appreciates the dedication and contributions of all our healthcare workers. Our healthcare workforce comprises a sizeable majority of Singaporeans, complemented by foreign manpower from many countries who have become an integral part of our healthcare team. They serve patients alongside each other and go through crisis together. For those who become valued members of our healthcare community and demonstrate commitment to Singapore, we will continue to grant them PRs and anchor them in our healthcare system.",112,627
2024-04-02-T-036-S-00198,2024-04-02-T-036,198,Mr Gerald Giam Yean Song,Gerald Giam Yean Song,"asked the Minister for Transport whether LTA issues letters or advisories to residential Management Corporation Strata Titles informing them that they are expected to fund the construction of sheltered walkways that link their developments to the nearest bus stop when requested by their residents, even if such walkways are located on land that is managed by LTA.",57,306
2024-04-02-T-036-S-00199,2024-04-02-T-036,199,Mr Chee Hong Tat,Chee Hong Tat,"When commercial and residential developers request the Land Transport Authority (LTA) to build covered linkways which do not fall under LTA's provision guidelines, LTA has worked with these developers to fund their own covered linkways beyond their developments to existing linkways or to transport nodes. Some LTA officers had erroneously applied this practice to condominium 	 Management Corporation Strata Titles (",60,350
2024-04-02-T-037-S-00200,2024-04-02-T-037,200,Miss Rachel Ong,Rachel Ong,"asked the Prime Minister for each year since 2015, how many appeals have been made to the Monetary Authority of Singapore relating to issues with getting insurance coverage by (i) people with disabilities (ii) individuals on the autism spectrum and (iii) people with mental health issues.",46,231
2024-04-02-T-037-S-00201,2024-04-02-T-037,201,Mr Lawrence Wong (for the Prime Minister),Lawrence Wong,"Over the past three years, the Monetary Authority of Singapore (MAS) received fewer than 10 consumer appeals or complaints relating to issues with getting insurance coverage by persons with disabilities, on the autism spectrum or with mental health conditions. Prior to this period, MAS received an average of less than one case per year of such nature.",57,288
2024-04-02-T-038-S-00202,2024-04-02-T-038,202,Ms Joan Pereira,Joan Pereira,asked the Minister for Health whether the Ministry will consider allowing the use of MediSave to cover the costs of root canal treatment specifically for seniors above 55 years old.,30,149
2024-04-02-T-038-S-00203,2024-04-02-T-038,203,Mr Ong Ye Kung,Ong Ye Kung,"Singaporeans requiring root canal treatment are eligible for subsidies at Public Healthcare Institutions and under the Community Health Assist Scheme (CHAS) at participating dental clinics. Furthermore, Pioneer and Merdeka Generation seniors enjoy additional subsidies. Subsidised patients who cannot afford their dental treatment after government subsidies can approach medical social workers to apply for financial assistance, such as MediFund. Despite this, there have been calls for the Government to allow the use of MediSave for root canal treatment. We will review this suggestion. However, extensions of MediSave use need to be considered carefully, to strike a balance between increasing affordability and ensuring that our seniors have enough MediSave to meet their healthcare needs.",112,669
2024-04-02-T-039-S-00204,2024-04-02-T-039,204,Mr Neil Parekh Nimil Rajnikant,Neil Parekh Nimil Rajnikant,"asked the Minister for Defence (a) as part of the National Education programme, what have been some of the latest topics which Nexus, a platform that seeks to deepen Singaporeans' commitment to Singapore, has developed as resource packages; (b) who are the beneficiaries of these resource packages; (c) whether any resource package has been developed about the current on-going conflict between Israel and Hamas; and (d) if so, what are the key messages conveyed in this resource package and whether they are conveyed to National Servicemen.",86,438
2024-04-02-T-039-S-00205,2024-04-02-T-039,205,Dr Ng Eng Hen,Ng Eng Hen,"The National Education office in the Ministry of Defence, or Nexus, works across Government agencies to develop resources to help Singaporeans better understand Singapore's challenges and interests. These resources are used by national education partners and practitioners to deliver programmes and activities, such as educational talks and games and learning journeys. The resources are also publicly available online through the SG101 website (https //sg101.gov.sg). The topics covered in the resources include Singapore's nationhood journey; our common identity and shared values; our challenges; policies and national initiatives, such as Total Defence. They also include contemporaneous issues in Singapore and around the world. Recent examples of contemporaneous issues covered include the Russia-Ukraine conflict, food and energy security and the Israel-Hamas conflict. Specific to the Israel-Hamas conflict, the content covered our national position on the conflict as well as key reflections for us with regard to our preparedness for crises and disruptions and the importance of maintaining our social cohesion and racial and religious harmony amid external events that can divide societies.",169,1000
2024-04-02-T-040-S-00206,2024-04-02-T-040,206,Ms He Ting Ru,He Ting Ru,asked the Minister for Education with regard to the Global Education Programme (a) whether there is any standard framework that is applied to assess if the planned overseas destination is unsafe or no longer suitable; (b) what support is given to Institutes of Higher Learning and schools in determining whether the destination poses a security risk; and (c) what other measures are taken to maintain the safety of students while they are taking part in the programme.,77,383
2024-04-02-T-040-S-00207,2024-04-02-T-040,207,Mr Chan Chun Sing,Chan Chun Sing,"The safety and well-being of our students and staff are a top priority in the planning and management of overseas trips. IHLs and schools also obtain travel insurance, establish contingency and crisis management plans and provide students administrative and pastoral support prior to and during trips, including briefing them on safety precautions. All overseas trips organised by schools, polytechnics and the Institute of Technical Education have accompanying staff to oversee the safety and well-being of students. Older students who go on overseas exchange programmes and internships of longer duration can consult on-site staff from the host institutions or companies. All trips are also e-registered with the Ministry of Foreign Affairs (MFA), so that participants can receive timely updates on the ground. IHLs and schools work closely with Singaporean embassies and consulates in cases of emergencies.",135,759
2024-04-02-T-041-S-00208,2024-04-02-T-041,208,Mr Louis Ng Kok Kwang,Louis Ng Kok Kwang,"asked the Minister for National Development (a) for each year in the past five years, how many building owners have applied for grants under the Accessibility Fund for the construction costs of (i) lactation rooms and (ii) lactation pods; and (b) if the data is not available, whether the Ministry will consider collecting this information.",55,274
2024-04-02-T-041-S-00209,2024-04-02-T-041,209,Mr Desmond Lee,Desmond Lee,"Since the implementation of the Code on Accessibility in the Built Environment (Code) 2013, it has been mandatory for certain building types to provide at least one lactation room. This requirement applies to new buildings and existing buildings undergoing major retrofitting works, where the buildings plans are submitted for regulatory approval on or after 1 April 2014. For private buildings constructed before the implementation of the Code 2013, the Accessibility Fund may provide co-funding of up to 60% of the construction cost of Universal Design features, including lactation rooms. Since 2019, two building owners have applied for the Accessibility Fund to retrofit their buildings with lactation rooms. We strongly encourage more building owners to tap on the Accessibility Fund to improve the inclusiveness of our built environment. Tenants and users, who require these facilities, can also urge building owners to tap on this fund.",144,765
2024-04-02-T-042-S-00210,2024-04-02-T-042,210,Mr Desmond Choo,Desmond Choo,"asked the Minister for Home Affairs (a) how many deepfake-related scams have been reported in 2023; (b) what kinds of media type are the scams conducted in, such as live video, voice, uploaded video, etc; and (c) what measures will the Ministry undertake that is specific to the elderly population to educate them against deepfake-related scams.",56,271
2024-04-02-T-042-S-00211,2024-04-02-T-042,211,Mr K Shanmugam,K Shanmugam,"The Singapore Police Force (SPF) has not been tracking the number of such cases. While we have received some reports where the complainants had alleged that deepfake techniques were used by the scammers, the number is not high. The SPF works closely with the People's Association, the Agency for Integrated Care and grassroots organisations to alert residents, including the elderly, about the latest scam trends, tell-tale signs of scams and steps the residents can take to protect themselves. In June 2021, the SG Cyber Safe Seniors Programme was launched to raise awareness of cybersecurity and encourage adoption of good cyber hygiene practices among the elderly. The programme reaches out to the elderly through a mix of physical and online platforms, including tutorial sessions that teach the elderly to learn how to use mobile applications safely. With online scams being a growing threat, the curriculum has been updated to include more tips for the elderly to safeguard themselves against scams. Under the programme, digital ambassadors from the SG Digital Office are trained to engage the elderly on cyber hygiene practices. A handbook in the four official languages has also been produced for digital ambassadors to hand out to the elderly. In addition, whenever there is an emerging scam variant, such as deepfake-related scams, the SPF works with relevant agencies to promptly alert the elderly.",223,1157
2024-04-02-T-043-S-00212,2024-04-02-T-043,212,Ms Hazel Poa,Hazel Poa,asked the Minister for Transport whether he will consider imposing licensing conditions on companies with a significant market share of the taxi and private hire transport sectors to offer telephone booking and cash payment options so as to cater to passengers who are not technology-savvy.,45,244
2024-04-02-T-043-S-00213,2024-04-02-T-043,213,Mr Chee Hong Tat,Chee Hong Tat,"Call-booking trips currently make up about 1% of all point-to-point trips. As announced at the Ministry of Transport's Committee of Supply, ComfortDelGro will continue to offer call-booking services as it currently fulfils more than 99% of these trips. [ All taxi and ride-hail operators already accept cash payment for street-hail and ride-hail services.",53,285
2024-04-02-T-044-S-00214,2024-04-02-T-044,214,Mr Dennis Tan Lip Fong,Dennis Tan Lip Fong,asked the Minister for Education (a) whether there are plans to allow students who have passed their GCE A-level examinations but fare poorly to retake the examinations as a school candidate instead of a private candidate; (b) whether one or more pre-University institutions can be designated as a school where such students can opt to study for and retake their GCE A-level examinations; and (c) whether the Edusave account can be expanded to fund the retaking of such national examinations.,80,401
2024-04-02-T-044-S-00215,2024-04-02-T-044,215,Mr Chan Chun Sing,Chan Chun Sing,"We do not encourage students who have passed their A-Level examination to retake the examination in schools. After passing the A-Level examination, the students would already have a range of options in tertiary education, such as to courses in Autonomous Universities, as well as in Polytechnics, where they can be granted module exemptions. After entering the workforce, they also have opportunities to upskill and reskill through Continuing Education and Training programmes which are heavily subsidised. If a student wishes to retake the A-Level examination as a private candidate and requires financial support, he or she can approach the Social Service Office or other community organisations to explore if assistance can be offered.",112,614
2024-04-02-T-045-S-00216,2024-04-02-T-045,216,Ms Joan Pereira,Joan Pereira,"asked the Minister for Social and Family Development regarding recent incidents involving intimidation, physical, emotional and mental abuse of young children in certain pre-schools (a) whether ECDA audits the compliance with the incident reporting policies required of all preschools; and (b) whether ECDA will look into cases of staff dismissals for potential abuse cases.",54,312
2024-04-02-T-045-S-00217,2024-04-02-T-045,217,Mr Masagos Zulkifli B M M,Masagos Zulkifli B M M,"When the Early Childhood Development Agency (ECDA) conducts unannounced licensing visits, it will check if preschools have clear processes in place to report serious incidents within stipulated timelines. ECDA also checks that the preschool complied with these processes. ECDA will take the preschool to task if they have failed to do so. We do not require preschools to report cases of staff dismissal or termination because doing so does not get to the root of the problem. The termination of an employment contract can be due to several reasons, such as underperformance of the staff and not that they have broken the law. At the same time, employers do not always dismiss a staff; sometimes for compassionate reasons, they may choose to allow the staff to resign. ECDA's chief concern is whether, in the interest of child safety, the former staff should be allowed to work in the sector. To address this concern, the law requires preschools to report all serious incidents to ECDA within a stipulated timeframe. The preschool has to do this regardless of how it chooses to discipline its staff. Where serious child mismanagement has occurred, ECDA will bar the errant staff from working in the preschool sector. ECDA's regulatory actions are therefore independent of the preschool’s decision whether to dismiss the staff and provides a stronger assurance for child safety.",224,1128
2024-04-02-T-046-S-00218,2024-04-02-T-046,218,Mr Louis Ng Kok Kwang,Louis Ng Kok Kwang,"asked the Minister for Health (a) whether there are plans to increase the capacity of assisted reproductive treatment centres at public hospitals; (b) if so, what is the timeline and the expected increase in capacity; and (c) if not, why not.",41,191
2024-04-02-T-046-S-00219,2024-04-02-T-046,219,Mr Ong Ye Kung,Ong Ye Kung,"In 2022, the National University Hospital renovated its in-vitro fertilisation laboratory, to increase its capacity for Assisted Reproductive Technology (ART) treatment. There are also upcoming plans to increase ART treatment capacity progressively at KK Women's and Children's Hospital  and Singapore General Hospital, over the next few years. When completed, the ART capacity at these public hospitals would have increased by about 20%.",62,357
2024-04-02-T-047-S-00220,2024-04-02-T-047,220,Mr Dennis Tan Lip Fong,Dennis Tan Lip Fong,asked the Minister for National Development what is the policy guiding HDB's decision-making on (i) whether to have purely red season parking lots in a particular multi-storey carpark (MSCP) and (ii) the number of lots or decks of purely red parking lots to be allocated in a particular MSCP.,49,234
2024-04-02-T-047-S-00221,2024-04-02-T-047,221,Mr Desmond Lee,Desmond Lee,"The Housing & Development Board (HDB) parking lots are provided primarily to serve the parking needs of residents. In deriving the number of parking lots in HDB estates, HDB considers factors, such as the number of dwelling units, flat types and parking demand. Parking utilisation rates vary across car parks as these depend on residents' and visitors' parking patterns. In circumstances where there is sustained high demand for both season and visitor parking, HDB will assess the need to designate some lots as red parking lots for season parking holders only. The number and placement of these red parking lots in the car park depends on the utilisation rate, car park size and layout. About 70% of the HDB multi-storey car parks do not require red parking lots as there are sufficient white parking lots to meet the demand for visitor parking, as well as bi-coloured parking lots that are generally reserved for season parking holders from 7.00 pm to 7.00 am, Mondays to Saturdays; and whole day on Sundays and public holidays. HDB monitors the utilisation rate of HDB car parks to ensure that there is a good balance between providing season parking lots for residents and having sufficient capacity for visitor parking.",204,990
2024-04-02-T-048-S-00222,2024-04-02-T-048,222,Mr Yip Hon Weng,Yip Hon Weng,"asked the Minister for Health (a) in view that MediShield Life coverage is set to expand, how will the Ministry ensure that healthcare costs do not rise proportionally; and (b) whether the Ministry will consider implementing audits in public hospitals to assess the prudency of recommended medical treatments, especially those requiring advanced technologies like robotic surgery.",56,317
2024-04-02-T-048-S-00223,2024-04-02-T-048,223,Mr Ong Ye Kung,Ong Ye Kung,"MediShield Life (MSHL) coverage does not cause healthcare cost to rise proportionately. The logic is the reverse. That means healthcare cost is rising, largely as an external trend; and to protect Singaporeans against large and expected medical bills, we intend to expand the coverage of MSHL. Nevertheless, the Ministry of Health has implemented several measures to ensure overall healthcare costs remains sustainable. This includes greater emphasis on population health, implementing value-based care in healthcare institutions and encouraging right siting of patients to reduce the demand for acute hospital care. Health Technology Assessment also ensures that subsidies and insurance coverage extend only to clinically- and cost-effective treatments.",106,633
2024-04-02-T-049-S-00224,2024-04-02-T-049,224,Mr Gan Thiam Poh,Gan Thiam Poh,"asked the Minister for Home Affairs (a) in the past 10 years, how many drivers have refused to take the Breath Evidential Analyser (BEA) test for alcohol consumption when stopped by the Traffic Police; and (b) what alternatives and recourse does the Traffic Police have if such drivers delay taking the BEA test in the hope that their breath-alcohol readings will be reduced when checked later.",66,317
2024-04-02-T-049-S-00225,2024-04-02-T-049,225,Mr K Shanmugam,K Shanmugam,"Drivers may be required to take a preliminary breath test for alcohol consumption when they are stopped by a police officer. They may also be required subsequently to take a Breath Evidential Analyser (BEA) test, for further investigations into drink-driving offences. On average, over the last 10 years, there were 22 and seven drivers per year who failed to provide a breath specimen for the preliminary breath test and BEA test respectively, when so directed. These are offences under section 69(4) and section 70(4)(a) of the Road Traffic Act. Drivers who delay taking the BEA test will be investigated for failing to provide a breath specimen for the BEA test. The driver may be arrested without a warrant. On conviction, the offender is liable to a fine of not less than $2,000 and not more than $10,000, or to imprisonment for a term of up to 12 months, or to both. In the case of a second or subsequent conviction, the offender is liable to a fine of not less than $5,000 and not more than $20,000 and to imprisonment for a term of up to two years. The offender may also be disqualified from holding or obtaining a driving licence. These punishments are the same as those prescribed for drink-driving.",211,933
2024-04-02-T-050-S-00226,2024-04-02-T-050,226,Mr Gerald Giam Yean Song,Gerald Giam Yean Song,asked the Minister for National Development whether management corporations of strata title developments are allowed to use management or sinking funds for the construction of sheltered walkways from their development to the nearest bus stop for the safety and convenience of their residents.,43,249
2024-04-02-T-050-S-00227,2024-04-02-T-050,227,Mr Desmond Lee,Desmond Lee,"A Management Corporation for a strata development may use its funds to construct sheltered walkways within the boundary of the strata-titled development. There are no provisions in the Building Maintenance and Strata Management Act for a Management Corporation to use its funds for works located outside its development boundary. For the construction of sheltered walkways outside of their development boundaries, Management Corporations may approach the Land Transport Authority, which will evaluate such requests on a case-by-case basis.",77,455
2024-04-02-T-051-S-00228,2024-04-02-T-051,228,Ms See Jinli Jean,See Jinli Jean,"asked the Prime Minister (a) what are the initiatives introduced by the Government to guide young persons to develop financial literacy, including the sensible investing in digital assets; (b) what is the percentage of young persons participating in these initiatives; and (c) what are metrics that the Government is monitoring to evaluate the initiatives' effectiveness.",55,306
2024-04-02-T-051-S-00229,2024-04-02-T-051,229,Mr Lawrence Wong (for the Prime Minister),Lawrence Wong,"Financial literacy education is incorporated into the curriculum from the primary to the tertiary level. Students from the Polytechnics and the Institute of Technical Education take financial education modules that encourage sound financial habits and cover the fundamentals of investment literacy. At the Autonomous Universities, students can access course modules to build up their investment literacy, or participate in various campus activities, workshops and talks to learn about good money management and financial planning. The Ministry of Education regularly reviews its financial literacy programmes to keep up to date with the evolving financial landscape. Beyond schools and tertiary institutions, MoneySense supports youths with access to financial literacy messages that supplement what they have learnt in school. These include talks on how to invest, and the virtual My Money@Campus carnivals that feature interactive learning and game booths. MoneySense, the Ministry of Culture, Community and Youth, and the National Youth Council (NYC) has also collaborated with social media content partners to engage youths on topical issues such as overspending on luxuries. Together with the NYC, MoneySense also organises regular engagement sessions with youths to discuss issues, such as good financial habits, investments and scams. The MoneySense National Financial Capability Survey (NFCS) 2021, which seeks to better understand behaviour in dealing with financial matters, attitudes towards financial planning issues and general financial knowledge, found that compared with the general population of Singapore, youths generally had higher levels of financial literacy. Regarding digital assets, MAS has consistently warned the public against trading in cryptocurrencies given their lack of intrinsic value, volatile prices and highly speculative nature. MoneySense regularly amplifies these warnings to youths on social media, including through collaborations with content creators.",278,1680
2024-04-02-T-052-S-00230,2024-04-02-T-052,230,Mr Shawn Huang Wei Zhong,Shawn Huang Wei Zhong,asked the Prime Minister (a) what strategies and policies is the Government planning to implement to address Singapore's low fertility rate; and (b) how will these initiatives support families and encourage higher birth rates.,34,186
2024-04-02-T-052-S-00231,2024-04-02-T-052,231,Ms Indranee Rajah (for the Prime Minister),Indranee Rajah,"Singapore's low fertility reflects a global phenomenon where individual priorities and societal norms have shifted. We will continue to work with stakeholders to build a conducive environment where Singaporeans feel supported along their marriage and parenthood journey. The Member may refer to my speech at the Prime Minister's Office (PMO) Committee of Supply Debate on 28 February 2024, where our strategies have been outlined. [",65,353
2024-04-02-T-053-S-00232,2024-04-02-T-053,232,Mr Patrick Tay Teck Guan,Patrick Tay Teck Guan,"asked the Prime Minister (a) for each of the years from 2021 to 2023, how many people in the labour force are working as insurance agents; and (b) what is the breakdown for such persons in terms of full-time employment, part-time employment, educational qualification, age, gender and nationality.",48,229
2024-04-02-T-053-S-00233,2024-04-02-T-053,233,Mr Lawrence Wong (for the Prime Minister),Lawrence Wong,"The number of insurance agents declined over the past three years. The number of life and composite insurance agents was 15,205 in 2021; 14,546 in 2022; and 13,934 in 2023. The number of general insurance agents during this period was 4,105, 3,915 and 3,777, respectively. Age, gender and nationality breakdown are only available for life and composite insurance agents. The majority are 40 years and below, please see the Table below. There is an even distribution of male and female agents. About 90% of the agents are Singapore citizens and the rest are mostly permanent residents. ﻿ The Monetary Authority of Singapore  and the General Insurance Association of Singapore do not make a distinction between full-time or part-time employment insurance agents and do not collect information on academic qualification, but all agents have to meet the minimum education qualification requirements. ",140,687
2024-04-02-T-054-S-00234,2024-04-02-T-054,234,Mr Patrick Tay Teck Guan,Patrick Tay Teck Guan,"asked the Prime Minister as at 31 December 2023, what is the breakdown of civil servants employed as permanent full-time staff in the Ministries and Statutory Boards respectively whose ages are (i) below 40 years old (ii) 40 to 49 years old (iii) 50 to 59 years old and (iv) 60 years old and above, respectively. asked the Prime Minister as at 31 December 2023, what is the breakdown of civil servants employed as permanent full-time staff in the Ministries and Statutory Boards respectively who are past their retirement age and are re-employed.",93,414
2024-04-02-T-054-S-00235,2024-04-02-T-054,235,Mr Chan Chun Sing (for the Prime Minister),Chan Chun Sing,"As at 31 December 2023, the breakdown of public officers in the Ministries and Statutory Boards whose ages are (i) below 40 years old; (ii) 40 to 49 years old; (iii) 50 to 59 years old; (iv) 60 years old and above is 47%, 29%, 17% and 7%, respectively. The breakdown is largely similar across both Ministries and Statutory Boards. The proportions of officers on part-time work arrangements and on contracts of less than 1 year are around 1% respectively. There are about 2,300 and 3,400 re-employed officers above 63 years old, respectively, and almost all are working full-time.",99,413
2024-04-02-T-055-S-00236,2024-04-02-T-055,236,Mr Leong Mun Wai,Leong Mun Wai,"asked the Prime Minister in view of Seatrium's announcement that it has reached in-principle settlement agreements with the Brazilian authorities, whether an update can be provided on the CPIB investigations into Seatrium and individuals of the company for alleged corruption offences that occurred in Brazil.",45,261
2024-04-02-T-055-S-00237,2024-04-02-T-055,237,Ms Indranee Rajah (for the Prime Minister),Indranee Rajah,"The Corrupt Practices Investigation Bureau (CPIB) has completed its investigations into Seatrium Limited (formerly, Sembcorp Marine Limited) (the Company) and individuals from the Company. In the Joint Press Release by CPIB and the Attorney-General’s Chambers dated 28 March 2024, it was announced that (a) two individuals have been charged with corruption offences involving the payment of bribes for the benefit of persons in Brazil; and one of those individuals has also been charged with obstruction of justice. Details of the individuals and the charges can be found in the Joint Press Release; and (b) the Public Prosecutor is in discussions with the Company on a deferred prosecution agreement (DPA) in respect of the alleged corruption offences that occurred in Brazil. Under the proposed DPA, the Company will be required to pay a financial penalty of US$110 million. Of this amount, up to US$53 million may be used to offset the settlement payment totalling R$670,699,731.73 under the in-principle settlement agreements that the Company has reached with the Brazilian authorities. Any concluded DPA will be subject to the approval of the General Division of the High Court. The Member may wish to refer to the Joint Press Release for other relevant information.",200,1016
2024-04-02-T-056-S-00238,2024-04-02-T-056,238,Mr Chua Kheng Wee Louis,Chua Kheng Wee Louis,asked the Prime Minister when will the enhanced pre- and post-transaction safeguards to be undertaken by financial advisers for Selected Clients be implemented.,23,135
2024-04-02-T-056-S-00239,2024-04-02-T-056,239,Mr Lawrence Wong (for the Prime Minister),Lawrence Wong,"The Monetary Authority of Singapore will publicly consult, by the middle of this year, on legislative amendments to enhance pre- and post-transaction safeguards for clients of financial advisers meeting specified criteria There are existing safeguards for such clients that have already been implemented by the financial advisory industry. These include performing pre-transaction client call-backs to ensure that these clients have understood the features and risks of the products they have been sold. The proposed amendments will further strengthen these safeguards by, among others, requiring a trusted individual to be present during the financial advisory process and audio recording the client call-back.",101,599
2024-04-02-T-057-S-00240,2024-04-02-T-057,240,Mr Sitoh Yih Pin,Sitoh Yih Pin,"asked the Deputy Prime Minister and Minister for Finance (a) whether Cuscaden Reserve is the first residential project in which the developers have been granted an Additional Buyer’s Stamp Duty deadline extension besides extensions that are granted as part of the temporary relief measures due to the COVID-19 pandemic; (b) if so, what are the reasons for granting the extension; (c) if not, what are the other projects which have been granted a similar extension; and (d) what are the criteria which IRAS applies in deciding whether to approve such a request.",92,451
2024-04-02-T-057-S-00241,2024-04-02-T-057,241,Mr Lawrence Wong,Lawrence Wong,"Today, housing developers purchasing residential sites can qualify for an upfront remission of Additional Buyer's Stamp Duty (ABSD), if they meet the specified timelines for commencement and completion of the housing development and the sale of units within the residential development. These conditions for ABSD remission for housing developers ensure the timely commencement and completion of development and sale of residential units and encourage housing developers to bid for land prudently. Requests for extensions to the specified timelines are considered by the Government on a case-by-case basis. I would not comment on individual cases, as the details include confidential taxpayer-specific information. The vast majority of housing developers have met the sale timeline for ABSD remission, after taking into account the extension provided under the COVID-19 Temporary Relief Measures. A small group of developers have applied for an extension. Excluding generally available extensions provided under the COVID-19 Temporary Relief Measures, 44 projects or 12% of projects with a sale deadline within 2021 to 2023, received an extension to their specified sale timeline. These appeals were approved as they involved extenuating circumstances, such as the developer facing site-specific delays that were unforeseen and beyond its control.",194,1112
2024-04-02-T-058-S-00242,2024-04-02-T-058,242,Mr Neil Parekh Nimil Rajnikant,Neil Parekh Nimil Rajnikant,"asked the Minister for Foreign Affairs regarding key countries which Singapore has partners in for Singapore's economic development, what steps is the Ministry taking to improve the quality and breadth of its senior diplomatic staff in these countries to ensure that they are well equipped with the knowledge of economic, financial and trade issues in a deglobalising world so that Singapore’s interest remains paramount at all times.",67,363
2024-04-02-T-058-S-00243,2024-04-02-T-058,243,Dr Vivian Balakrishnan,Vivian Balakrishnan,"The Ministry provides professional training and development at various stages of our officers' careers. This is to ensure that they have the competencies, skill sets and knowledge on various issues needed to operate in a complex, ever-changing global environment. MFA Diplomatic Academy organises developmental opportunities including briefings, workshops by senior diplomats, political office holders and subject matter experts on management and policy-related topics including economic, finance and trade issues. Some of our officers are seconded to relevant Government agencies and relevant agencies also second their officers to MFA, to deepen their understanding of the whole-of-Government (WOG) priorities, hone their competencies and facilitate the cross-pollination of ideas. In preparation for an Overseas Posting, our officers will be briefed by the finance, economic and trade agencies. While overseas, our officers work closely with experts from MTI, EDB, ESG and MAS on more technical issues in areas of trade and finance to ensure that Singapore's interests are upheld. Our officers also collaborate closely with the EDB and ESG representations in key overseas markets on trade and investments issues. ",175,1013
2024-04-02-T-059-S-00244,2024-04-02-T-059,244,Mr Leong Mun Wai,Leong Mun Wai,"asked the Minister for Home Affairs (a) as of 1 March 2024, how many Singapore citizens have declared their membership in foreign legislatures and political organisations respectively under section 79 of the Foreign Interference (Countermeasures) Act 2021; and (b) whether the Immigrations and Checkpoints Authority screens applicants for permanent residency and Singapore citizenship for participation in foreign legislatures and political organisations.",61,375
2024-04-02-T-059-S-00245,2024-04-02-T-059,245,Mr K Shanmugam,K Shanmugam,"As of 1 March 2024, five Singapore citizens have declared their memberships in foreign legislatures or foreign political organisations to the Registry of Foreign and Political Disclosures. Singapore Citizenship and Permanent Residency applicants are required to declare their membership in professional societies, clubs, associations and other organisations.",47,302
2024-04-02-T-060-S-00246,2024-04-02-T-060,246,Mr Gerald Giam Yean Song,Gerald Giam Yean Song,asked the Minister for Home Affairs how does the Government ensure that foreign-owned companies that have re-domiciled in Singapore and are now known as Singapore companies adhere strictly to Singapore's laws and regulations even as they continue to operate in their home countries and elsewhere in the region.,48,259
